Id,Victimas,Año,Tipo_calle,Direccion_Normalizada,X,Y,Victima,Acusado,Sexo,Edad,Gravedad
3192,1,2019,SD,SD,-58.406392,-34.619431,SD,SD,Varon,SD,SD
3193,1,2019,SD,SD,-58.409471,-34.581116,SD,SD,Mujer,SD,SD
3194,1,2019,SD,SD,-58.500914,-34.673687,SD,SD,Varon,24,SD
3195,1,2019,SD,SD,-58.486854,-34.622925,SD,SD,Varon,32,SD
3196,2,2019,SD,SD,-58.394693,-34.595808,SD,SD,Varon,25,SD
3197,1,2019,SD,SD,SD,SD,SD,SD,Varon,25,SD
3198,1,2019,SD,SD,-58.416104,-34.625435,SD,SD,Varon,19,SD
3199,3,2019,SD,SD,-58.424047,-34.638072,SD,SD,Mujer,69,SD
3200,1,2019,SD,SD,-58.44928,-34.633254,SD,SD,Varon,28,SD
3201,1,2019,SD,SD,-58.433456,-34.648292,SD,SD,Mujer,28,SD
3202,1,2019,SD,SD,-58.469134,-34.57351,CICLISTA,SD,Varon,18,SD
3203,1,2019,SD,SD,-58.40822,-34.607815,CICLISTA,SD,Varon,30,SD
3204,1,2019,SD,SD,SD,SD,CICLISTA,SD,Varon,24,SD
3205,1,2019,SD,SD,-58.387326,-34.619955,SD,SD,Varon,84,SD
3206,1,2019,SD,SD,SD,SD,SD,SD,Mujer,72,SD
3207,1,2019,SD,SD,-58.400223,-34.579648,MOTO,SD,Varon,35,SD
3208,1,2019,SD,SD,-58.474016,-34.60531,SD,SD,Mujer,16,SD
3209,1,2019,SD,SD,-58.517143,-34.633084,SD,SD,Varon,42,SD
3210,1,2019,SD,SD,-58.468868,-34.625523,SD,SD,Varon,35,SD
3211,1,2019,SD,SD,-58.481194,-34.683136,SD,SD,Mujer,15,SD
3212,1,2019,SD,SD,SD,SD,SD,SD,Varon,SD,SD
3213,1,2019,SD,SD,-58.492907,-34.597067,SD,SD,Varon,SD,SD
3214,1,2019,SD,SD,-58.43646,-34.618299,SD,SD,Mujer,23,SD
3215,1,2019,SD,SD,-58.470144,-34.629829,SD,SD,Varon,45,SD
3216,1,2019,SD,SD,-58.466394,-34.674789,SD,SD,Varon,36,SD
3217,1,2019,SD,SD,-58.371488,-34.598416,MOTO,SD,Mujer,26,SD
3218,1,2019,SD,SD,-58.449292,-34.606856,TRANSPORTE PUBLICO,SD,Varon,26,SD
3219,1,2019,SD,SD,-58.443833,-34.547534,MOTO,SD,Varon,SD,SD
3220,1,2019,SD,SD,-58.443244,-34.626778,SD,SD,Mujer,SD,SD
3221,1,2019,SD,SD,-58.468345,-34.652562,SD,SD,Varon,SD,SD
3222,1,2019,SD,SD,-58.511407,-34.639344,SD,SD,Varon,61,SD
3223,1,2019,SD,SD,-58.36798,-34.625193,SD,SD,Varon,21,SD
3224,1,2019,SD,SD,-58.374552,-34.649804,MOTO,SD,Varon,36,SD
3225,1,2019,SD,SD,-58.467334,-34.602249,SD,SD,Varon,36,SD
3226,1,2019,SD,SD,-58.455177,-34.587365,SD,SD,Mujer,SD,SD
3227,1,2019,SD,SD,-58.503742,-34.584559,SD,SD,Varon,27,SD
3228,1,2019,SD,SD,-58.442772,-34.659576,SD,SD,Mujer,SD,SD
3229,1,2019,SD,SD,-58.441491,-34.635874,SD,SD,Mujer,SD,SD
3230,1,2019,SD,SD,-58.378227,-34.646391,CICLISTA,SD,Varon,22,SD
3231,1,2019,SD,SD,SD,SD,CICLISTA,SD,Varon,39,SD
3232,2,2019,SD,SD,-58.496535,-34.655455,SD,SD,Mujer,69,SD
3233,1,2019,SD,SD,-58.438362,-34.582548,SD,SD,Varon,27,SD
3234,2,2019,SD,SD,-58.528875,-34.642978,SD,SD,Mujer,SD,SD
3235,1,2019,SD,SD,-58.502716,-34.595725,SD,SD,Mujer,83,SD
3236,1,2019,SD,SD,-58.493452,-34.580885,SD,SD,Varon,76,SD
3237,1,2019,SD,SD,-58.372134,-34.608928,SD,SD,Mujer,SD,SD
3238,1,2019,SD,SD,-58.43646,-34.618299,SD,SD,Varon,57,SD
3239,1,2019,SD,SD,-58.437356,-34.568347,SD,SD,Mujer,SD,SD
3240,3,2019,SD,SD,-58.430592,-34.649754,SD,SD,Varon,32,SD
3241,1,2019,SD,SD,-58.418013,-34.594048,SD,SD,Varon,33,SD
3242,1,2019,SD,SD,-58.458229,-34.631476,SD,SD,Varon,33,SD
3243,1,2019,SD,SD,-58.48288,-34.638977,SD,SD,Varon,42,SD
3244,1,2019,SD,SD,-58.523033,-34.63416,AUTO,SD,Varon,43,SD
3245,2,2019,SD,SD,-58.481727,-34.650008,MOTO,SD,Varon,51,SD
3246,1,2019,SD,SD,-58.413756,-34.556084,AUTO,SD,Mujer,37,SD
3247,1,2019,SD,SD,-58.417268,-34.597825,SD,SD,Varon,20,SD
3248,1,2019,SD,SD,-58.444888,-34.569953,SD,SD,Varon,29,SD
3249,1,2019,SD,SD,SD,SD,SD,SD,Mujer,29,SD
3250,1,2019,SD,SD,-58.394503,-34.619527,SD,SD,SD,SD,SD
3251,1,2019,SD,SD,-58.421138,-34.61083,SD,SD,Varon,49,SD
3252,2,2019,SD,SD,-58.5063,-34.629873,SD,SD,Mujer,9,SD
3253,1,2019,SD,SD,-58.415556,-34.594007,MOTO,SD,Varon,33,SD
3254,1,2019,SD,SD,-58.489353,-34.553491,SD,SD,Varon,25,SD
3255,5,2019,SD,SD,-58.49702,-34.642165,SD,SD,Mujer,45,SD
3256,1,2019,SD,SD,-58.391849,-34.591855,SD,SD,Mujer,75,SD
3257,1,2019,SD,SD,-58.473736,-34.58423,SD,SD,varon,24,SD
3258,2,2019,SD,SD,-58.387909,-34.604101,SD,SD,Mujer,SD,SD
3259,1,2019,SD,SD,-58.449183,-34.606966,CICLISTA,SD,Mujer,22,SD
3260,1,2019,SD,SD,-58.414599,-34.626793,SD,SD,Varon,22,SD
3261,2,2019,SD,SD,-58.446599,-34.596343,AUTO,SD,Mujer,SD,SD
3262,2,2019,SD,SD,-58.491228,-34.612075,SD,SD,Mujer,51,SD
3263,1,2019,SD,SD,-58.471018,-34.552105,MOTO,SD,SD,SD,SD
3264,1,2019,SD,SD,-58.482716,-34.555348,SD,SD,Mujer,48,SD
3265,1,2019,SD,SD,-58.471818,-34.576657,SD,SD,Mujer,48,SD
3266,1,2019,SD,SD,-58.473573,-34.551945,SD,SD,Varon,29,SD
3267,2,2019,SD,SD,-58.505354,-34.62902,MOTO,SD,Varon,SD,SD
3268,1,2019,SD,SD,-58.507533,-34.566596,SD,SD,Mujer,SD,SD
3269,1,2019,SD,SD,-58.374307,-34.646984,MOTO,SD,SD,SD,SD
3270,1,2019,SD,SD,-58.523033,-34.63416,SD,SD,Mujer,SD,SD
3271,1,2019,SD,SD,-58.397733,-34.608367,SD,SD,Varon,SD,SD
3272,1,2019,SD,SD,-58.48404,-34.665208,SD,SD,Varon,68,SD
3273,1,2019,SD,SD,-58.379643,-34.613065,SD,SD,Varon,77,SD
3274,1,2019,SD,SD,-58.411516,-34.655762,MOTO,SD,Mujer,73,SD
3275,1,2019,SD,SD,-58.366348,-34.638773,SD,SD,Varon,36,SD
3276,2,2019,SD,SD,-58.524917,-34.656375,SD,SD,Mujer,SD,SD
3277,1,2019,SD,SD,-58.462123,-34.57824,SD,SD,Varon,SD,SD
3278,1,2019,SD,SD,-58.509038,-34.569999,SD,SD,Varon,72,SD
3279,1,2019,SD,SD,-58.470026,-34.536958,SD,SD,Varon,72,SD
3280,1,2019,SD,SD,-58.415828,-34.610833,PEATON,SD,Varon,32,SD
3281,1,2019,SD,SD,-58.405475,-34.604562,SD,SD,Varon,21,SD
3282,1,2019,SD,SD,-58.416734,-34.656734,SD,SD,Varon,SD,SD
3283,2,2019,SD,SD,-58.486486,-34.639111,AUTO,SD,Varon,34,SD
3284,1,2019,SD,SD,-58.416734,-34.656734,SD,SD,Varon,SD,SD
3285,1,2019,SD,SD,-58.495837,-34.59331,SD,SD,Varon,SD,SD
3286,1,2019,SD,SD,-58.443924,-34.622491,AUTO,SD,Varon,29,SD
3287,1,2019,SD,SD,SD,SD,PEATON,SD,Varon,82,SD
3288,1,2019,SD,SD,-58.465244,-34.648144,SD,SD,Varon,28,SD
3289,1,2019,SD,SD,-58.375652,-34.622001,SD,SD,Varon,59,SD
3290,1,2019,SD,SD,-58.455289,-34.572619,SD,SD,Mujer,SD,SD
3291,1,2019,SD,SD,-58.491433,-34.640156,SD,SD,Varon,42,SD
3292,1,2019,SD,SD,-58.381002,-34.622148,SD,SD,Varon,26,SD
3293,1,2019,SD,SD,-58.450062,-34.576455,CICLISTA,SD,Varon,30,SD
3294,1,2019,SD,SD,-58.412636,-34.556933,SD,SD,Mujer,SD,SD
3295,1,2019,SD,SD,-58.473257,-34.652845,SD,SD,Varon,37,SD
3296,1,2019,SD,SD,-58.435917,-34.619362,SD,SD,Varon,38,SD
3297,1,2019,SD,SD,-58.498293,-34.619707,SD,SD,Varon,55,SD
3298,1,2019,SD,SD,-58.461948,-34.614918,SD,SD,varon,44,SD
3299,1,2019,SD,SD,-58.435917,-34.619362,SD,SD,varon,49,SD
3300,1,2019,SD,SD,-58.47521,-34.691454,SD,SD,mujer,44,SD
3301,2,2019,SD,SD,-58.376167,-34.63219,SD,SD,Varon,39,SD
3302,1,2019,SD,SD,-58.4225,-34.589274,SD,SD,Mujer,32,SD
3303,1,2019,SD,SD,-58.496934,-34.592099,SD,SD,Mujer,SD,SD
3304,1,2019,SD,SD,-58.387521,-34.613534,AUTO,SD,Mujer,SD,SD
3305,1,2019,SD,SD,-58.458568,-34.563142,SD,SD,Varon,53,SD
3306,1,2019,SD,SD,SD,SD,SD,SD,Mujer,69,SD
3307,1,2019,SD,SD,-58.376411,-34.650723,SD,SD,Varon,58,SD
3308,1,2019,SD,SD,-58.487417,-34.616049,SD,SD,Mujer,41,SD
3309,2,2019,SD,SD,-58.391552,-34.623717,SD,SD,Varon,39,SD
3310,1,2019,SD,SD,-58.448919,-34.564538,AUTO,SD,Varon,SD,SD
3311,1,2019,SD,SD,-58.39745,-34.595805,SD,SD,Mujer,SD,SD
3312,1,2019,SD,SD,-58.500649,-34.552046,SD,SD,Varon,SD,SD
3313,1,2019,SD,SD,-58.416187,-34.607022,PEATON,SD,Varon,30,SD
3314,1,2019,SD,SD,-58.506255,-34.593441,SD,SD,Mujer,40,SD
3315,1,2019,SD,SD,-58.373457,-34.610243,SD,SD,Varon,23,SD
3316,1,2019,SD,SD,-58.411113,-34.654461,MOTO,SD,Varon,59,SD
3317,1,2019,SD,SD,-58.448472,-34.579663,SD,SD,Mujer,59,SD
3318,1,2019,SD,SD,-58.384307,-34.595591,SD,SD,Varon,SD,SD
3319,1,2019,SD,SD,-58.369099,-34.641119,SD,SD,Varon,26,SD
3320,1,2019,SD,SD,-58.453856,-34.628604,SD,SD,Varon,SD,SD
3321,1,2019,SD,SD,-58.501268,-34.652153,SD,SD,Mujer,SD,SD
3322,1,2019,SD,SD,SD,SD,SD,SD,Mujer,SD,SD
3323,1,2019,SD,SD,-58.475488,-34.539371,SD,SD,Mujer,SD,SD
3324,1,2019,SD,SD,-58.416346,-34.649696,SD,SD,Mujer,SD,SD
3325,2,2019,SD,SD,-58.369099,-34.641119,SD,SD,Varon,30,SD
3326,1,2019,SD,SD,-58.426039,-34.649562,SD,SD,Mujer,50,SD
3327,1,2019,SD,SD,-58.445516,-34.595598,PEATON,SD,Varon,43,SD
3328,1,2019,SD,SD,-58.479557,-34.623794,SD,SD,Varon,43,SD
3329,1,2019,SD,SD,-58.423506,-34.602834,SD,SD,Mujer,55,SD
3330,1,2019,SD,SD,-58.529326,-34.650149,SD,SD,Varon,SD,SD
3331,1,2019,SD,SD,-58.487804,-34.641298,SD,SD,Mujer,24,SD
3332,1,2019,SD,SD,-58.409058,-34.637718,SD,SD,Varon,SD,SD
3333,1,2019,SD,SD,-58.493938,-34.597991,SD,SD,Mujer,33,SD
3334,1,2019,SD,SD,SD,SD,SD,SD,Mujer,17,SD
3335,1,2019,SD,SD,SD,SD,SD,SD,Mujer,17,SD
3336,1,2019,SD,SD,-58.465164,-34.560237,SD,SD,Mujer,60,SD
3337,1,2019,SD,SD,-58.407817,-34.604256,SD,SD,Varon,38,SD
3338,1,2019,SD,SD,-58.368441,-34.620595,TRANSPORTE PUBLICO,SD,Mujer,SD,SD
3339,1,2019,SD,SD,-58.463538,-34.638398,SD,SD,Varon,SD,SD
3340,2,2019,SD,SD,SD,SD,SD,SD,Varon,SD,SD
3341,1,2019,SD,SD,-58.420172,-34.587788,SD,SD,Varon,54,SD
3342,1,2019,SD,SD,-58.490437,-34.644935,SD,SD,Mujer,54,SD
3343,1,2019,SD,SD,-58.42718,-34.625133,SD,SD,Varon,SD,SD
3344,2,2019,SD,SD,-58.423275,-34.608517,SD,SD,Varon,22,SD
3345,1,2019,SD,SD,-58.472598,-34.687115,SD,SD,Mujer,49,SD
3346,2,2019,SD,SD,-58.490208,-34.642437,SD,SD,Varon,24,SD
3347,1,2019,SD,SD,-58.45217,-34.600342,SD,SD,SD,SD,SD
3348,1,2019,SD,SD,-58.497899,-34.643838,MOTO,SD,Mujer,SD,SD
3349,1,2019,SD,SD,-58.382731,-34.628402,SD,SD,Mujer,32,SD
3350,2,2019,SD,SD,-58.463052,-34.606664,SD,SD,Varon,35,SD
3351,2,2019,SD,SD,-58.517951,-34.627236,SD,SD,Mujer,31,SD
3352,1,2019,SD,SD,-58.423534,-34.576795,SD,SD,Mujer,SD,SD
3353,1,2019,SD,SD,-58.428442,-34.625936,SD,SD,Varon,24,SD
3354,1,2019,SD,SD,-58.382968,-34.622241,SD,SD,Mujer,SD,SD
3355,1,2019,SD,SD,-58.417386,-34.645274,SD,SD,Varon,SD,SD
3356,1,2019,SD,SD,-58.445103,-34.632024,AUTO,SD,Mujer,SD,SD
3357,1,2019,SD,SD,-58.464153,-34.669643,SD,SD,Varon,SD,SD
3358,1,2019,SD,SD,-58.47487,-34.643529,SD,SD,Varon,37,SD
3359,1,2019,SD,SD,-58.47926,-34.609564,SD,SD,Varon,34,SD
3360,1,2019,SD,SD,-58.397318,-34.583079,SD,SD,Varon,21,SD
3361,1,2019,SD,SD,-58.496942,-34.567497,CICLISTA,SD,Varon,25,SD
3362,1,2019,SD,SD,-58.459702,-34.629358,CICLISTA,SD,Varon,28,SD
3363,1,2019,SD,SD,-58.410941,-34.581637,SD,SD,Mujer,28,SD
3364,1,2019,SD,SD,-58.468303,-34.630362,SD,SD,Mujer,48,SD
3365,1,2019,SD,SD,-58.500399,-34.63256,SD,SD,SD,SD,SD
3366,1,2019,SD,SD,-58.390932,-34.629326,SD,SD,Varon,23,SD
3367,1,2019,SD,SD,-58.493326,-34.54837,SD,SD,Mujer,19,SD
3368,2,2019,SD,SD,-58.511031,-34.591682,SD,SD,Mujer,24,SD
3369,1,2019,SD,SD,-58.420959,-34.603174,PEATON,SD,Mujer,60,SD
3370,1,2019,SD,SD,-58.382601,-34.597948,SD,SD,SD,SD,SD
3371,1,2019,SD,SD,-58.400223,-34.579648,SD,SD,SD,SD,SD
3372,1,2019,SD,SD,-58.46735,-34.657235,SD,SD,Varon,51,SD
3373,2,2019,SD,SD,-58.430672,-34.587817,SD,SD,Varon,51,SD
3374,1,2019,SD,SD,-58.464374,-34.615727,PEATON,SD,Varon,33,SD
3375,1,2019,SD,SD,-58.507227,-34.665927,SD,SD,Mujer,44,SD
3376,1,2019,SD,SD,-58.434651,-34.623671,SD,SD,Varon,SD,SD
3377,1,2019,SD,SD,-58.413577,-34.625138,SD,SD,Varon,31,SD
3378,2,2019,SD,SD,SD,SD,SD,SD,Varon,27,SD
3379,1,2019,SD,SD,-58.405162,-34.603342,SD,SD,Varon,39,SD
3380,1,2019,SD,SAN MARTIN AV. y NAZCA AV.,,,SD,SD,SD,SD,SD
3381,1,2019,SD,SD,-58.478816,-34.657841,MOTO,SD,Varon,24,SD
3382,1,2019,SD,SD,-58.442927,-34.62935,SD,SD,Mujer,SD,SD
3383,1,2019,SD,SD,-58.401598,-34.586301,SD,SD,Varon,22,SD
3384,1,2019,SD,SD,-58.475963,-34.627492,SD,SD,varon,53,SD
3385,2,2019,SD,SD,-58.515652,-34.658363,SD,SD,mujer,57,SD
3386,1,2019,SD,SD,-58.367268,-34.610996,SD,SD,Mujer,SD,SD
3387,1,2019,SD,SD,-58.451565,-34.605856,SD,SD,SD,SD,SD
3388,1,2019,SD,SD,-58.445106,-34.585601,SD,SD,Varon,28,SD
3389,1,2019,SD,SD,-58.529335,-34.610982,SD,SD,Mujer,48,SD
3390,2,2019,SD,SD,-58.479207,-34.60513,SD,SD,Varon,SD,SD
3391,1,2019,SD,SD,-58.448919,-34.564538,AUTO,SD,SD,SD,SD
3392,1,2019,SD,SD,SD,SD,MOTO,SD,Varon,70,SD
3393,1,2019,SD,SD,-58.370724,-34.601327,SD,SD,Mujer,SD,SD
3394,1,2019,SD,SD,-58.447141,-34.591405,MOTO,SD,Mujer,34,SD
3395,1,2019,SD,SD,-58.439226,-34.569569,MOTO,SD,Mujer,82,SD
3396,1,2019,SD,SD,-58.466146,-34.638841,SD,SD,Mujer,61,SD
3397,1,2019,SD,SD,-58.448759,-34.576965,SD,SD,Varon,SD,SD
3398,1,2019,SD,SD,-58.402593,-34.599158,SD,SD,Varon,SD,SD
3399,1,2019,SD,SD,-58.41187,-34.571369,SD,SD,Varon,34,SD
3400,1,2019,SD,SD,-58.492907,-34.597067,SD,SD,Mujer,34,SD
3401,1,2019,SD,SD,-58.418354,-34.575864,SD,SD,Mujer,SD,SD
3402,1,2019,SD,SD,SD,SD,SD,SD,Varon,SD,SD
3403,1,2019,SD,SD,-58.494612,-34.597052,SD,SD,Mujer,58,SD
3404,1,2019,SD,SD,-58.35844,-34.629377,SD,SD,Mujer,SD,SD
3405,1,2019,SD,SD,-58.511707,-34.660868,SD,SD,Varon,30,SD
3406,1,2019,SD,SD,-58.378851,-34.616357,SD,SD,Varon,6,SD
3407,1,2019,SD,SD,-58.487705,-34.626667,SD,SD,Varon,81,SD
3408,2,2019,SD,SD,-58.505409,-34.612226,SD,SD,Varon,48,SD
3409,1,2019,SD,SD,-58.444432,-34.608988,SD,SD,Varon,SD,SD
3410,1,2019,SD,SD,-58.382528,-34.599089,SD,SD,Mujer,SD,SD
3411,1,2019,SD,SD,-58.391962,-34.595838,SD,SD,Mujer,45,SD
3412,1,2019,SD,SD,-58.483867,-34.568514,SD,SD,Varon,SD,SD
3413,1,2019,SD,SD,-58.461641,-34.609522,SD,SD,Varon,29,SD
3414,1,2019,SD,SD,-58.446065,-34.589153,SD,SD,Varon,65,SD
3415,1,2019,SD,SD,-58.488085,-34.585551,MOTO,SD,Mujer,28,SD
3416,1,2019,SD,SD,-58.492027,-34.598358,SD,SD,Mujer,28,SD
3417,1,2019,SD,SD,-58.370936,-34.599526,SD,SD,Mujer,SD,SD
3418,1,2019,SD,SD,-58.474399,-34.635241,SD,SD,Varon,54,SD
3419,1,2019,SD,BOYACA y MENDEZ DE ANDES,,,SD,SD,Varon,28,SD
3420,1,2019,SD,SD,-58.430063,-34.594302,CICLISTA,SD,Mujer,50,SD
3421,1,2019,SD,SD,-58.475614,-34.570536,SD,SD,Varon,50,SD
3422,3,2019,SD,SD,-58.500649,-34.552046,SD,SD,Mujer,37,SD
3423,1,2019,SD,SD,-58.438454,-34.57337,SD,SD,Varon,45,SD
3424,1,2019,SD,SD,-58.447601,-34.591702,SD,SD,Varon,62,SD
3425,2,2019,SD,SD,-58.376084,-34.639,SD,SD,Mujer,40,SD
3426,1,2019,SD,SD,-58.428069,-34.579982,SD,SD,Varon,80,SD
3427,1,2019,SD,SD,-58.41187,-34.571369,SD,SD,varon,60,SD
3428,1,2019,SD,SD,-58.391717,-34.613823,SD,SD,varon,32,SD
3429,1,2019,SD,SD,-58.430415,-34.603676,SD,SD,varon,28,SD
3430,2,2019,SD,SD,-58.466343,-34.551246,SD,SD,Mujer,30,SD
3431,1,2019,SD,SD,-58.399833,-34.620905,SD,SD,Varon,SD,SD
3432,1,2019,SD,SD,-58.50593,-34.638402,SD,SD,Varon,23,SD
3433,1,2019,SD,SD,-58.378671,-34.620877,SD,SD,Varon,66,SD
3434,1,2019,SD,SD,-58.450554,-34.62438,SD,SD,Varon,66,SD
3435,2,2019,SD,SD,-58.509431,-34.6654,SD,SD,Varon,SD,SD
3436,1,2019,SD,SD,-58.442927,-34.62935,SD,SD,Varon,40,SD
3437,1,2019,SD,SD,-58.421587,-34.615794,SD,SD,Varon,40,SD
3438,1,2019,SD,SD,-58.449026,-34.599946,SD,SD,Varon,44,SD
3439,1,2019,SD,SD,-58.428587,-34.625275,MOTO,SD,Mujer,44,SD
3440,2,2019,SD,SD,-58.41194,-34.578197,SD,SD,Mujer,63,SD
3441,1,2019,SD,SD,-58.486187,-34.605746,SD,SD,Mujer,SD,SD
3442,1,2019,SD,SD,-58.451966,-34.559272,SD,SD,Varon,46,SD
3443,1,2019,SD,SD,-58.383859,-34.587855,SD,SD,Mujer,46,SD
3444,1,2019,SD,SD,-58.414074,-34.607803,MOTO,SD,Mujer,SD,SD
3445,1,2019,SD,SD,-58.392599,-34.601985,SD,SD,Varon,33,SD
3446,1,2019,SD,SD,-58.42606,-34.624439,SD,SD,Varon,46,SD
3447,1,2019,SD,SD,-58.462764,-34.561395,SD,SD,Varon,SD,SD
3448,2,2019,SD,SD,-58.47244,-34.641802,SD,SD,Varon,SD,SD
3449,1,2019,SD,SD,-58.396368,-34.623057,SD,SD,Varon,22,SD
3450,1,2019,SD,SD,-58.432249,-34.56617,SD,SD,SD,SD,SD
3451,1,2019,SD,SD,-58.429825,-34.588717,SD,SD,Varon,38,SD
3452,1,2019,SD,SD,-58.4381,-34.555226,SD,SD,Varon,24,SD
3453,1,2019,SD,SD,-58.4673,-34.548045,MOTO,SD,SD,SD,SD
3454,1,2019,SD,SD,-58.466612,-34.559844,SD,SD,Mujer,40,SD
3455,1,2019,SD,SD,-58.455672,-34.608371,SD,SD,Varon,40,SD
3456,1,2019,SD,SD,-58.413258,-34.597948,MOTO,SD,Varon,23,SD
3457,1,2019,SD,SD,-58.365452,-34.620317,MOTO,SD,Varon,25,SD
3458,1,2019,SD,SD,-58.386719,-34.59465,SD,SD,Mujer,33,SD
3459,1,2019,SD,"YRIGOYEN, HIPOLITO 3026",,,SD,SD,Mujer,23,SD
3460,1,2019,SD,SD,-58.375124,-34.654475,CICLISTA,SD,Mujer,34,SD
3461,1,2019,SD,SD,-58.437356,-34.568347,SD,SD,Varon,34,SD
3462,1,2019,SD,SD,-58.437356,-34.568347,SD,SD,Mujer,87,SD
3463,1,2019,SD,SD,-58.474669,-34.64004,SD,SD,Varon,30,SD
3464,2,2019,SD,SD,-58.440996,-34.613949,SD,SD,Varon,30,SD
3465,1,2019,SD,SD,-58.417954,-34.573538,SD,SD,Varon,27,SD
3466,1,2019,SD,SD,-58.463384,-34.64072,SD,SD,Varon,25,SD
3467,1,2019,SD,SD,-58.461738,-34.63126,SD,SD,Varon,30,SD
3468,1,2019,SD,SD,-58.521567,-34.643539,SD,SD,Varon,36,SD
3469,1,2019,SD,SD,-58.405719,-34.60557,SD,SD,Mujer,36,SD
3470,2,2019,SD,SD,-58.481457,-34.590246,AUTO,SD,Mujer,36,SD
3471,5,2019,SD,SD,-58.358087,-34.61716,SD,SD,Varon,41,SD
3472,1,2019,SD,SD,-58.441466,-34.61297,SD,SD,Mujer,41,SD
3473,1,2019,SD,SD,SD,SD,SD,SD,Varon,23,SD
3474,2,2019,SD,SD,-58.401359,-34.61443,SD,SD,Varon,23,SD
3475,1,2019,SD,SD,-58.392413,-34.591235,SD,SD,Varon,54,SD
3476,1,2019,SD,SD,-58.494974,-34.594262,AUTO,SD,Varon,24,SD
3477,1,2019,SD,SD,-58.457694,-34.595184,SD,SD,Varon,47,SD
3478,1,2019,SD,SD,-58.487336,-34.606395,SD,SD,Varon,30,SD
3479,1,2019,SD,SD,-58.465809,-34.53749,SD,SD,Mujer,30,SD
3480,1,2019,SD,SD,SD,SD,SD,SD,Varon,22,SD
3481,3,2019,SD,SD,-58.371845,-34.630204,SD,SD,Varon,30,SD
3482,3,2019,SD,SD,-58.519116,-34.589282,SD,SD,Varon,30,SD
3483,1,2019,SD,SD,-58.432257,-34.574313,MOTO,SD,Varon,45,SD
3484,1,2019,SD,SD,-58.445237,-34.559539,SD,SD,Varon,39,SD
3485,1,2019,SD,SD,-58.502201,-34.65133,SD,SD,Varon,34,SD
3486,1,2019,SD,SD,-58.406,-34.607418,SD,SD,Mujer,34,SD
3487,2,2019,SD,SD,-58.464153,-34.669643,SD,SD,Mujer,51,SD
3488,1,2019,SD,SD,-58.511235,-34.574707,SD,SD,Varon,27,SD
3489,1,2019,SD,SD,-58.458256,-34.630922,SD,SD,Mujer,57,SD
3490,1,2019,SD,SD,-58.405822,-34.616092,SD,SD,Mujer,SD,SD
3491,1,2019,SD,SD,-58.394026,-34.622805,SD,SD,Varon,28,SD
3492,2,2019,SD,SD,-58.484149,-34.646635,SD,SD,Mujer,27,SD
3493,1,2019,SD,SD,-58.460987,-34.577359,SD,SD,Mujer,27,SD
3494,2,2019,SD,SD,-58.380793,-34.615257,SD,SD,Mujer,42,SD
3495,1,2019,SD,SD,-58.44361,-34.583742,SD,SD,Varon,42,SD
3496,2,2019,SD,SD,-58.498674,-34.551915,SD,SD,Varon,6,SD
3497,1,2019,SD,SD,-58.446904,-34.629859,SD,SD,Mujer,SD,SD
3498,1,2019,SD,SD,-58.47031,-34.601541,SD,SD,Varon,30,SD
3499,1,2019,SD,SD,-58.427751,-34.592875,SD,SD,Varon,32,SD
3500,1,2019,SD,SD,-58.402909,-34.606283,SD,SD,Varon,39,SD
3501,1,2019,SD,SD,-58.436225,-34.600725,SD,SD,Varon,20,SD
3502,1,2019,SD,SD,-58.47021,-34.636327,MOTO,SD,Varon,20,SD
3503,2,2019,SD,SD,-58.475488,-34.539371,MOTO,SD,Varon,39,SD
3504,1,2019,SD,SD,-58.419586,-34.651637,SD,SD,Varon,SD,SD
3505,1,2019,SD,SD,-58.403304,-34.574755,SD,SD,Varon,27,SD
3506,3,2019,SD,SD,-58.496599,-34.573223,SD,SD,Mujer,30,SD
3507,1,2019,SD,SD,-58.431198,-34.616055,SD,SD,Varon,24,SD
3508,2,2019,SD,SD,-58.502168,-34.640005,SD,SD,Mujer,SD,SD
3509,1,2019,SD,SD,-58.460907,-34.646565,SD,SD,Varon,32,SD
3510,1,2019,SD,SD,-58.523925,-34.637054,SD,SD,Mujer,25,SD
3511,1,2019,SD,SD,-58.404929,-34.647819,SD,SD,Varon,SD,SD
3512,1,2019,SD,SD,-58.379479,-34.603576,SD,SD,Mujer,SD,SD
3513,3,2019,SD,SD,-58.417928,-34.587554,SD,SD,Mujer,40,SD
3514,1,2019,SD,SD,-58.527794,-34.619659,SD,SD,Varon,30,SD
3515,1,2019,SD,SD,-58.377246,-34.629729,SD,SD,Varon,20,SD
3516,1,2019,SD,SD,-58.475889,-34.546017,SD,SD,Varon,26,SD
3517,2,2019,SD,SD,-58.389671,-34.64292,AUTO,SD,Varon,SD,SD
3518,1,2019,SD,SD,-58.431674,-34.5831,MOTO,SD,Mujer,39,SD
3519,4,2019,SD,SD,SD,SD,SD,SD,Mujer,SD,SD
3520,1,2019,SD,SD,-58.406296,-34.648027,PEATON,SD,Varon,47,SD
3521,2,2019,SD,SD,-58.427596,-34.644976,SD,SD,Varon,26,SD
3522,1,2019,SD,SD,-58.472116,-34.666417,SD,SD,Varon,29,SD
3523,1,2019,SD,SD,-58.467808,-34.61928,MOTO,SD,Varon,30,SD
3524,1,2019,SD,SD,-58.377433,-34.616291,SD,SD,Varon,24,SD
