Id,Victimas,Año,Tipo_calle,Direccion_Normalizada,X,Y,Victima,Acusado,Sexo,Edad,Gravedad
14309,1,2020,AVENIDA,"VARELA AV. y FERNANDEZ MORENO, BALDOMERO",-58.459546926732,-34.638614740305,SD,SD,Mujer,21,sd
14310,1,2020,AVENIDA,"LARRALDE, CRISOLOGO AV. 5736",-58.500560925945,-34.565657909688,SD,SD,Varon,32,sd
14311,1,2020,AVENIDA,BILLINGHURST y DIAZ VELEZ AV.,-58.416067343411,-34.608535445598,SD,SD,Mujer,23,sd
14312,2,2020,CALLE,"DE LA TORRE, LISANDRO y SARAZA",-58.484554119343,-34.675127607119,SD,SD,Varon,19,sd
14313,1,2020,AVENIDA,RIVADAVIA AV. y HORTIGUERA,-58.447264689462,-34.622984988879,SD,SD,Varon,25,sd
14314,1,2020,CALLE,"BRIN, MINISTRO y PINZON",-58.357034272779,-34.632527109382,AUTO,SD,Varon,57,SD
14315,1,2020,AVENIDA,"ESCALADA AV. y DELLEPIANE, LUIS, TTE. GRAL.",-58.472975057147,-34.662450853805,SD,SD,Mujer,54,sd
14316,1,2020,CALLE,"MITRE, EMILIO y PERON, EVA AV.",-58.442422412494,-34.631192727308,SD,SD,Mujer,29,sd
14317,1,2020,AVENIDA,"YRIGOYEN, HIPOLITO AV. y SANCHEZ DE LORIA",-58.413437731980,-34.612613539540,SD,SD,Varon,60,SD
14318,1,2020,AVENIDA,RIVADAVIA AV. y CALLAO AV.,-58.391959161626,-34.609234203568,SD,SD,Varon,41,SD
14319,1,2020,AVENIDA,CALLAO AV. 157,-58.391863660498,-34.607296538138,SD,SD,Varon,46,sd
14320,4,2020,CALLE,BASUALDO 165,-58.505098869164,-34.640038967959,SD,SD,Varon,26,sd
14321,1,2020,AVENIDA,SANTA FE AV. y CERRITO,-58.382721213907,-34.595465813461,SD,SD,Mujer,SD,sd
14322,1,2020,CALLE,HIDALGO 52,-58.438235588686,-34.618308484602,SD,SD,Varon,66,sd
14323,1,2020,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,-58.377093345924,-34.640350824684,SD,SD,SD,SD,sd
14324,1,2020,AVENIDA,LOPE DE VEGA AV. 3279,-58.526208196206,-34.612984442765,SD,SD,Varon,SD,sd
14325,2,2020,AVENIDA,"BALBIN, RICARDO, DR. AV. y PICO",-58.499016995776,-34.552100627248,MOTO,SD,Varon,SD,sd
14326,1,2020,CALLE,"BUFANO, ALFREDO R. 1800",-58.472901795494,-34.611236684555,SD,SD,Varon,28,sd
14327,2,2020,CALLE,JUNIN 173,-58.396228750587,-34.607452568481,SD,SD,Varon,33,sd
14328,1,2020,CALLE,"BILBAO, FRANCISCO y ESCALADA AV.",-58.48389325494,-34.653822193760,SD,SD,SD,SD,sd
14329,1,2020,CALLE,LAVALLE 2262,-58.399079784849,-34.603507116674,SD,SD,varon,87,SD
14330,1,2020,AVENIDA,ENTRE RIOS AV. y HUMBERTO 1Â°,-58.391556950902,-34.621558732081,SD,SD,SD,SD,sd
14331,2,2020,CALLE,"HUGO, VICTOR y LOZANO, PEDRO",-58.522965893199,-34.620513816145,SD,SD,Varon,47,sd
14332,1,2020,AVENIDA,DIAZ VELEZ AV. 4455,-58.429893505617,-34.608548431967,SD,SD,SD,SD,sd
14333,1,2020,AVENIDA,"PUEYRREDON, HONORIO, DR. AV. 1050",-58.445129198586,-34.608506874269,SD,SD,Varon,SD,sd
14334,1,2020,AVENIDA,CONGRESO AV. y DONADO,-58.481802526057,-34.565360731422,MOTO,AUTO,Varon,26,sd
14335,1,2020,AVENIDA,"DOBLAS y ALBERDI, JUAN BAUTISTA AV.",-58.430760762017,-34.622544232993,SD,SD,Varon,28,sd
14336,1,2020,CALLE,NUÃ‘EZ 2180,-58.465209408384,-34.548767714893,MOTO,SD,Varon,56,sd
14337,1,2020,AVENIDA,"VEGA, NICETO, CNEL. AV. y FITZ ROY",-58.439279786690,-34.586761384246,MOTO,MOTO,Varon,SD,sd
14338,1,2020,AVENIDA,"CORDOBA AV. y ACUÃ‘A DE FIGUEROA, FRANCISCO",-58.421779677694,-34.597734404132,MOTO,AUTO,Varon,41,sd
14339,1,2020,AVENIDA,"JUSTO, JUAN B. AV. y TERRADA",-58.475173273935,-34.617029969533,SD,SD,Varon,30,sd
14340,1,2020,CALLE,YERBAL y ARGERICH,-58.471783052139,-34.629833782262,SD,SD,Varon,29,sd
14341,1,2020,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y MENDEZ, AGUSTIN",-58.423370671544,-34.562678856054,PEATON,AUTO,Varon,26,GRAVE
14342,2,2020,AVENIDA,"JUSTO, JUAN B. AV. y WARNES AV.",-58.450876925698,-34.599308378433,MOTO,AUTO,SD,SD,sd
14343,3,2020,CALLE,"SUAREZ, JUSTO ANTONIO y SUAREZ, JOSE LEON",-58.503634545903,-34.670133262654,SD,SD,Mujer,33,sd
14344,4,2020,CALLE,COCHABAMBA 3646,-58.416606637975,-34.627202518805,SD,SD,Mujer,45,sd
14345,1,2020,CALLE,AGUERO 2160,-58.401526780243,-34.587246541838,MOTO,AUTO,Varon,49,sd
14346,2,2020,AVENIDA,"PUEYRREDON, HONORIO, DR. AV. y ARANGUREN, JUAN F., DR.",-58.441042210298,-34.613968301571,SD,SD,Mujer,41,sd
14347,1,2020,CALLE,"VEGA, NICETO, CNEL. y SERRANO",-58.433434656852,-34.590841291409,MOTO,AUTO,varon,45,SD
14348,1,2020,AVENIDA,LA PLATA AV. y CORRALES,-58.420131908070,-34.646030319744,SD,SD,Varon,52,sd
14349,1,2020,AVENIDA,"RIESTRA AV. y TORRES Y TENORIO, PRES.",-58.437423427976,-34.647350788495,SD,SD,Varon,67,sd
14350,2,2020,AVENIDA,"MORENO, PERITO AV. y ZUVIRIA",-58.464518413154,-34.649919462703,SD,SD,SD,SD,sd
14351,1,2020,CALLE,SENILLOSA 433,-58.429605961043,-34.621333426512,SD,SD,Mujer,73,sd
14352,1,2020,CALLE,ROSARIO 211,-58.431635659688,-34.618536329149,SD,SD,Varon,40,sd
14353,3,2020,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LAFUENTE",-58.442770942945,-34.659578014782,SD,SD,Varon,36,sd
14354,1,2020,AVENIDA,SANTA FE AV. y FITZ ROY,-58.428685716607,-34.577485499359,PEATON,TRANSPORTE PUBLICO,Varon,51,sd
14355,1,2020,AVENIDA,RIVADAVIA AV. 4200,-58.424796719281,-34.613337622381,MOTO,AUTO,Varon,27,sd
14356,1,2020,SD,SEGUROLA AV. 1949,,,AUTO,SD,Varon,sd,sd
14357,3,2020,AVENIDA,9 DE JULIO AV. y MEXICO,-58.381230755265,-34.615278061222,SD,SD,Varon,33,sd
14358,1,2020,AVENIDA,"CORRIENTES AV. y JUSTO, JUAN B. AV.",-58.444301374112,-34.594763673349,AUTO,CAMIONETA,Varon,40,sd
14359,3,2020,AVENIDA,"LARRALDE, CRISOLOGO AV. y AIZPURUA",-58.504100239418,-34.567175424189,SD,SD,SD,sd,sd
14360,1,2020,CALLE,GURRUCHAGA y LOYOLA,-58.437043038378,-34.594331404878,SD,TAXI,Varon,51,sd
14361,1,2020,AVENIDA,"IRIARTE, GRAL. AV. y SANTA ELENA",-58.383688843966,-34.650101918179,MOTO,CAMIONETA,Mujer,41,sd
14362,1,2020,AVENIDA,"SAN MARTIN AV. y RODRIGUEZ, MANUEL A., GENERAL",-58.449062518656,-34.606914015904,MOTO,AUTO,Varon,41,sd
14363,1,2020,AVENIDA,"CASTRO BARROS AV. y YRIGOYEN, HIPOLITO AV.",-58.420336509956,-34.614613655216,SD,SD,Varon,28,sd
14364,1,2020,CALLE,"SUCRE, ANTONIO JOSE DE, MCAL. y ARTILLEROS",-58.442769787232,-34.556651413217,SD,SD,Varon,SD,sd
14365,1,2020,AVENIDA,"DEL LIBERTADOR AV. y CASTILLA, RAMON, MARISCAL",-58.401656867016,-34.582005912119,MOTO,AUTO,Varon,54,sd
14366,1,2020,CALLE,COLOMBRES 1055,-58.417770315078,-34.626487956150,AUTO,SD,Mujer,35,sd
14367,1,2020,AVENIDA,"LARRAZABAL AV. y GARCIA GRANDE DE ZEQUEIRA, SEVERO",-58.504462467632,-34.649491109883,SD,SD,Varon,23,sd
14368,1,2020,AVENIDA,ALVAREZ THOMAS AV. y OLLEROS,-58.450000065512,-34.580879747213,SD,SD,Varon,62,sd
14369,1,2020,GRAL PAZ,"PAZ, GRAL. AV. e IBARROLA",-58.529848867600,-34.641787314923,SD,SD,Mujer,57,sd
14370,1,2020,AVENIDA,PUEYRREDON AV. y SANTA FE AV.,-58.402350840143,-34.594442320744,TAXI,TRANSPORTE PUBLICO,Varon,SD,sd
14371,1,2020,AVENIDA,MOSCONI GENERAL AV. y CUENCA,-58.506176308417,-34.588681954222,SD,SD,Mujer,17,sd
14372,1,2020,CALLE,"SUAREZ y MONTES DE OCA, MANUEL AV.",-58.374583943877,-34.638673799373,SD,SD,Varon,45,sd
14373,1,2020,AVENIDA,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",-58.508775218216,-34.669777099202,SD,SD,Varon,45,sd
14374,2,2020,AVENIDA,SAN JUAN AV. 2257,-58.397229012198,-34.622974236622,SD,SD,Varon,36,sd
14375,2,2020,CALLE,PASTEUR y CORRIENTES AV.,-58.399482639258,-34.604634603078,SD,SD,Varon,55,sd
14376,1,2020,AVENIDA,"JUSTO, JUAN B. AV. y DIAZ, CESAR, GRAL.",-58.504572508457,-34.633724810385,SD,SD,Varon,45,sd
14377,1,2020,CALLE,ALBERTI 1108,-58.400378395200,-34.622315556040,SD,SD,SD,SD,sd
14378,1,2020,AVENIDA,SD,-58.440025238085,-34.666255020703,SD,SD,Varon,35,sd
14379,1,2020,CALLE,"BELAUSTEGUI, LUIS, DR. y CHIVILCOY",-58.488042189821,-34.623455863057,SD,SD,Varon,30,sd
14380,1,2020,CALLE,SAAVEDRA 362,-58.402846376631,-34.614052532996,SD,SD,sd,sd,sd
14381,1,2020,AVENIDA,PUEYRREDON AV. 75,-58.405801138689,-34.609092390422,SD,SD,Varon,33,sd
14382,1,2020,CALLE,"ROSARIO y MORENO, JOSE MARIA AV.",-58.435915152638,-34.619362573322,SD,SD,Varon,38,SD
14383,1,2020,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 3202",-58.472224626398,-34.634651493491,SD,SD,Mujer,58,sd
14384,1,2020,CALLE,TUCUMAN 2544,-58.402889984145,-34.602211066246,SD,SD,Varon,52,sd
14385,1,2020,SD,SD,SD,SD,AUTO,AUTO,Varon,37,sd
14386,1,2020,AVENIDA,SAENZ AV. 1243,-58.416767839790,-34.655456464223,SD,TRANSPORTE PUBLICO,Varon,33,sd
14387,1,2020,CALLE,"CHUTRO, PEDRO, PROF., DR. y MONTESQUIEU",-58.399705825217,-34.641430777793,SD,SD,Mujer,30,sd
14388,2,2020,AVENIDA,NAZCA AV. y BACACAY,-58.470659373706,-34.628423065429,SD,SD,SD,SD,sd
14389,1,2020,AVENIDA,"CORVALAN y FALCON, RAMON L.,CNEL. AV.",-58.508468618579,-34.639768838573,SD,SD,Varon,22,sd
14390,1,2020,GRAL PAZ,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",-58.521730718192,-34.659974639234,AUTO,AUTO,Mujer,24,sd
14391,1,2020,AVENIDA,INDEPENDENCIA AV. y ALBERTI,-58.400983060785,-34.618666271133,SD,SD,Varon,39,sd
14392,1,2020,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",-58.511402895149,-34.658464191508,SD,SD,Mujer,31,sd
14393,1,2020,AVENIDA,CORRIENTES AV. y LARREA,-58.402139952467,-34.604712936961,SD,SD,Mujer,5,sd
14394,2,2020,AVENIDA,CERRITO y DEL LIBERTADOR AV.,-58.381972268502,-34.588698726116,SD,SD,Varon,13,sd
14395,1,2020,AVENIDA,"LOPE DE VEGA AV. y GONZALEZ, ELPIDIO",-58.508311071483,-34.626830106108,SD,SD,Mujer,16,sd
14396,1,2020,AVENIDA,CORDOBA AV. 1527,-58.388589209209,-34.599197581093,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Mujer,28,sd
14397,1,2020,AVENIDA,"MONTES DE OCA, MANUEL AV. 886",-58.374391808610,-34.638511987512,SD,SD,Varon,59,sd
14398,1,2020,CALLE,CIUDAD DE LA PAZ 1896,-58.456164759646,-34.564675428865,SD,SD,Varon,21,sd
14399,1,2020,AVENIDA,SAN MARTIN AV. y GAONA AV.,-58.446248471069,-34.607615003162,SD,SD,Varon,30,sd
14400,1,2020,SD,SD,-58.440186,-34.644784,SD,SD,Varon,40,sd
14401,1,2020,AVENIDA,"CRAMER y LARRALDE, CRISOLOGO AV.",-58.472703867799,-34.551463502286,SD,SD,Mujer,33,sd
14402,1,2020,AVENIDA,"9 DE JULIO AV. y PERON, JUAN DOMINGO, TTE. GENERAL",-58.381690911484,-34.606122187870,SD,SD,Varon,22,sd
14403,3,2020,SD,SD,-58.507613,-34.625336,SD,SD,Varon,28,sd
14404,1,2020,CALLE,"RIVADAVIA MARTIN, COMODORO 1250",-58.460494021160,-34.539101331729,SD,SD,SD,52,sd
14405,1,2020,CALLE,"FALCON, RAMON L.,CNEL. 3400",-58.474953957646,-34.633824904171,SD,SD,Varon,21,sd
14406,1,2020,AVENIDA,PUEYRREDON AV. y RIVADAVIA AV.,-58.405968607725,-34.610119872510,SD,SD,Mujer,45,sd
14407,1,2020,SD,SD,SD,SD,SD,SD,Varon,18,sd
14408,1,2020,CALLE,AZCUENAGA 1600,-58.397646001343,-34.590504868186,AUTO,SD,Varon,25,sd
14409,1,2020,AVENIDA,"SASTRE, MARCOS y SEGUROLA AV.",-58.506169616107,-34.614109033754,SD,SD,Varon,11,sd
14410,1,2020,CALLE,HUMBERTO 1Â° 1670,-58.389607039365,-34.621623017591,SD,SD,Varon,29,sd
14411,1,2020,CALLE,"BERMUDEZ y MAGARIÃ‘OS CERVANTES, A.",-58.500376350840,-34.626414179826,SD,SD,Varon,36,sd
14412,1,2020,CALLE,"CAMPANA y SASTRE, MARCOS",-58.493160603304,-34.606396185154,SD,SD,Varon,44,sd
14413,1,2020,AVENIDA,"IRIARTE, GRAL. AV. y GONCALVES DIAS",-58.379709643078,-34.649334962516,SD,SD,Varon,SD,sd
14414,1,2020,AVENIDA,"CASARES AV. y FIGUEROA ALCORTA, PRES. AV.",-58.407609254846,-34.574505180286,MOTO,AUTO,Varon,38,sd
14415,1,2020,AVENIDA,ENTRE RIOS AV. y BELGRANO AV.,-58.391713520434,-34.613824010185,SD,SD,Mujer,32,sd
14416,1,2020,AVENIDA,CORDOBA AV. y AGUERO,-58.410296752593,-34.598092145443,SD,SD,Mujer,34,sd
14417,1,2020,AVENIDA,ALVAREZ JONTE AV. y ARGERICH,-58.484992573886,-34.609250345744,SD,SD,SD,34,sd
14418,2,2020,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y MONROE",-58.442193635130,-34.547774557924,SD,SD,Varon,58,sd
14419,1,2020,CALLE,"MITRE, BARTOLOME 2825",-58.406461459817,-34.608699857821,SD,SD,Varon,66,sd
14420,1,2020,AVENIDA,SAN PEDRITO AV. 400,-58.467301284544,-34.635423530908,SD,SD,Varon,26,sd
14421,1,2020,CALLE,BOULOGNE SUR MER y SARMIENTO,-58.407325484710,-34.606634819975,SD,SD,Varon,29,sd
14422,1,2020,CALLE,RUIZ DE LOS LLANOS 500,-58.510847039547,-34.633992815801,SD,SD,Mujer,34,sd
14423,1,2020,CALLE,JUFRE y LAVALLEJA,-58.430053051434,-34.598113141913,MOTO,TAXI,Mujer,43,sd
14424,1,2020,GRAL PAZ,"PAZ, GRAL. AV. y RIVADAVIA AV.",-58.529279828869,-34.639317520336,SD,SD,Varon,22,sd
14425,1,2020,CALLE,"BELAUSTEGUI, LUIS, DR. y CUCHA CUCHA",-58.454507990348,-34.604339844294,MOTO,MOTO,Mujer,47,sd
14426,1,2020,AVENIDA,LA PLATA AV. y PAVON AV.,-58.425754598895,-34.6314822596,PEATON,SD,Varon,44,sd
14427,1,2020,AVENIDA,"SAN JUAN BAUTISTA DE LA SALLE AV. y PERON, EVA AV.",-58.475510095252,-34.654900300306,MOTO,AUTO,Varon,60,sd
14428,1,2020,SD,SD,SD,SD,SD,SD,Varon,44,sd
14429,1,2020,AVENIDA,"CAMPOS, LUIS M. AV. 387",-58.433041138258,-34.572787471251,MOTO,AUTO,Varon,69,sd
14430,1,2020,AVENIDA,RIVADAVIA AV. 9554,-58.498737536992,-34.637516709113,SD,SD,Varon,37,sd
14431,1,2020,AVENIDA,"CARABOBO AV. y FALCON, RAMON L.,CNEL.",-58.456030699990,-34.628124264760,SD,SD,Mujer,59,sd
14432,1,2020,CALLE,"IRIGOYEN, BERNARDO DE y MEXICO",-58.380368940124,-34.615239097652,SD,SD,Varon,56,sd
14433,1,2020,SD,SD,SD,SD,SD,SD,Varon,37,sd
14434,1,2020,AVENIDA,ALVAREZ JONTE AV. 6282,-58.519868119507,-34.632677466511,SD,SD,Varon,37,sd
14435,1,2020,AVENIDA,"PERON, EVA AV. 4250",-58.472475619779,-34.652401972650,MOTO,SD,Varon,55,sd
14436,1,2020,CALLE,RUIZ HUIDOBRO y MELIAN AV.,-58.484014282693,-34.549606711267,SD,SD,Varon,SD,sd
14437,1,2020,AVENIDA,NAZCA AV. 3467,-58.493627218258,-34.595629845985,MOTO,AUTO,SD,SD,sd
14438,1,2020,CALLE,PARAGUAY y BULNES,-58.415155099810,-34.591773352026,PEATON,AUTO,Varon,43,sd
14439,1,2020,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 2640",-58.438589737822,-34.656511553332,SD,SD,Varon,34,sd
14440,2,2020,AVENIDA,"JUSTO, JUAN B. AV. y ALVAREZ, DONATO, TTE. GRAL.",-58.462704985806,-34.607372457359,MOTO,MOTO,Varon,41,sd
14441,1,2020,AVENIDA,"CAMPOS, LUIS M. AV. y MAURE",-58.437354705541,-34.568347256059,MOVIL,SD,Varon,32,sd
14442,2,2020,AVENIDA,"LINCOLN AV. y GONZALEZ, JOAQUIN V.",-58.508465215032,-34.599836100123,SD,SD,Mujer,29,sd
14443,1,2020,AVENIDA,RIVADAVIA AV. 4702,-58.431737268718,-34.616409438748,SD,SD,Varon,20,sd
14444,1,2020,AVENIDA,DIRECTORIO AV. y BARCO CENTENERA DEL,-58.439528782180,-34.628854144804,SD,SD,Varon,52,sd
14445,4,2020,GRAL PAZ,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",-58.508775218216,-34.669777099202,SD,SD,Varon,53,sd
14446,1,2020,AVENIDA,DIRECTORIO AV. 900,-58.439462734001,-34.629027572521,SD,SD,Mujer,14,sd
14447,1,2020,AVENIDA,HONDURAS AV. 3850,-58.417335580306,-34.594280931056,MOTO,AUTO,Varon,47,sd
14448,1,2020,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y RIO CUARTO,-58.374548141136,-34.649806043559,MOTO,SD,SD,SD,sd
14449,1,2020,CALLE,BARCO CENTENERA DEL y CONDOR,-58.423069729468,-34.651723338279,SD,SD,Mujer,42,sd
14450,1,2020,GRAL PAZ,"PAZ, GRAL. AV. 9994",-58.529224945077,-34.633127164440,SD,SD,Varon,7,sd
14451,1,2020,GRAL PAZ,"PAZ, GRAL. AV. 478",-58.468986190804,-34.536714663295,SD,SD,Mujer,28,sd
14452,1,2020,AVENIDA,LOPE DE VEGA AV. 1535,-58.509624217035,-34.625599751981,SD,SD,sd,sd,sd
14453,2,2020,CALLE,MENDOZA 2263,-58.456285783700,-34.560145256491,SD,SD,sd,sd,sd
14454,1,2020,CALLE,"GONZALEZ, ELPIDIO y CHIVILCOY",-58.495597551400,-34.617468742367,AUTO,AUTO,sd,sd,sd
14455,1,2020,CALLE,LIMA y BRASIL,-58.382233829418,-34.626938657191,SD,SD,sd,sd,sd
14456,4,2020,GRAL PAZ,"PAZ, GRAL. AV. 7910",-58.526798212949,-34.608246196017,SD,SD,Varon,26,sd
14457,1,2020,CALLE,AMENABAR y LA PAMPA,-58.456130691503,-34.565975105085,SD,SD,Varon,28,sd
14458,2,2020,CALLE,REMEDIOS y MIRALLA,-58.492256858017,-34.654964656829,AUTO,SD,Varon,26,sd
14459,1,2020,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. 774",-58.438995433314,-34.623264515390,SD,SD,Varon,27,sd
14460,1,2020,AVENIDA,"CORDOBA AV. y ANCHORENA, TOMAS MANUEL DE, DR.",-58.408150667452,-34.598068377123,PEATON,TAXI,Varon,34,SD
14461,2,2020,CALLE,"AMBROSETTI, JUAN B. 55",-58.435397393865,-34.617060765025,SD,SD,Varon,28,sd
14462,1,2020,AVENIDA,RIVADAVIA AV. y MORETO,-58.491062313540,-34.636035557768,MOTO,SD,Mujer,17,sd
14463,2,2020,AVENIDA,COBO AV. 600,-58.424833808792,-34.640608047060,SD,SD,Mujer,18,sd
14464,1,2020,CALLE,"IRIGOYEN y MAGARIÃ‘OS CERVANTES, A.",-58.509085011365,-34.634063766655,SD,SD,Varon,21,sd
14465,1,2020,AVENIDA,DIRECTORIO AV. y LAGUNA,-58.478675014789,-34.640532296908,MOTO,AUTO,Varon,42,sd
14466,1,2020,SD,,,,AUTO,AUTO,sd,sd,sd
14467,1,2020,AVENIDA,RIO DE JANEIRO y DIAZ VELEZ AV.,-58.430475627150,-34.608724541498,SD,SD,Varon,30,sd
14468,2,2020,AVENIDA,SAN JUAN AV. 3585,-58.415907831092,-34.625225821031,SD,SD,Varon,43,sd
14469,1,2020,CALLE,MEXICO y SARANDI,-58.394598698003,-34.615889709630,SD,SD,Varon,29,sd
14470,1,2020,CALLE,TUCUMAN y LIBERTAD,-58.383883827624,-34.601451527324,SD,SD,Mujer,30,sd
14471,1,2020,CALLE,RUIZ DE LOS LLANOS 1600,-58.523457266037,-34.623881353924,SD,SD,Varon,21,sd
14472,1,2020,AVENIDA,SAN MARTIN AV. y LADINES,-58.515370912795,-34.590359251363,SD,SD,Mujer,73,sd
14473,1,2020,AVENIDA,"FIGUEROA ALCORTA, PRES. AV. y UDAONDO, GUILLERMO AV.",-58.452125234329,-34.546285130327,SD,SD,Mujer,44,sd
14474,1,2020,AVENIDA,"LARRALDE, CRISOLOGO AV. y PLAZA",-58.484638641402,-34.557813906483,SD,SD,Mujer,21,sd
14475,1,2020,AVENIDA,"CORDOBA AV. y PELLEGRINI, CARLOS",-58.381253722840,-34.599030525176,SD,SD,Varon,53,sd
14476,1,2020,AVENIDA,CORDOBA AV. y BILLINGHURST,-58.414630286727,-34.597897398445,SD,SD,Varon,22,sd
14477,1,2020,AVENIDA,DEL LIBERTADOR AV. y QUESADA,-58.454024018612,-34.549519381469,SD,SD,Varon,35,SD
14478,1,2020,AVENIDA,"JUSTO, JUAN B. AV. y SOLER",-58.430691277907,-34.582376847824,MOTO,AUTO,Varon,35,sd
14479,1,2020,AVENIDA,SANTA FE AV. y PUEYRREDON AV.,-58.402350840143,-34.594442320744,PEATON,TRANSPORTE PUBLICO,Mujer,49,SD
14480,1,2020,CALLE,"TRAFUL y EINSTEIN, ALBERTO",-58.412726573242,-34.651099130751,SD,SD,Mujer,45,sd
14481,1,2020,AVENIDA,SALTA y DE MAYO AV.,-58.383441816107,-34.609190927189,SD,SD,Varon,39,sd
14482,1,2020,AVENIDA,"RIVADAVIA AV. y MITRE, EMILIO",-58.444393115163,-34.621914936877,SD,SD,Varon,33,sd
14483,1,2020,AVENIDA,"ALCORTA, AMANCIO AV. y MONASTERIO",-58.393805983191,-34.641561432939,MOTO,AUTO,Varon,31,sd
14484,1,2020,AVENIDA,"EREZCANO AV. y RABANAL, FRANCISCO, INTENDENTE AV.",-58.423788345163,-34.657341003974,SD,SD,Varon,23,sd
14485,1,2020,AVENIDA,"PELLEGRINI, CARLOS y CORDOBA AV.",-58.381253722840,-34.599030525176,SD,SD,Mujer,25,sd
14486,1,2020,AVENIDA,BOYACA AV. y BACACAY,-58.458142863786,-34.624586022846,SD,SD,Varon,25,sd
14487,2,2020,GRAL PAZ,"CANTILO, INT. y PAZ, GRAL. AV.",-58.466783795603,-34.535002649404,MOTO,CAMION,Mujer,59,sd
14488,1,2020,CALLE,PAVON y LINIERS VIRREY,-58.413180721766,-34.629525115039,SD,SD,Mujer,25,sd
14489,2,2020,AVENIDA,"HONDURAS AV. y SALGUERO, JERONIMO",-58.418295592218,-34.594116772592,MOTO,SD,Mujer,54,sd
14490,1,2020,SD,SD,-58.493326,-34.54837,SD,SD,Varon,6,sd
14491,1,2020,AVENIDA,"MOSCONI GENERAL AV. y ZEBALLOS, ESTANISLAO S.",-58.506892165391,-34.589122412459,SD,SD,SD,SD,sd
14492,1,2020,CALLE,CONCORDIA y BAZURCO,-58.515140289171,-34.585658281918,SD,SD,Mujer,36,sd
14493,1,2020,CALLE,BERUTI 3358,-58.410038736524,-34.587123950039,AUTO,AUTO,Varon,65,sd
14494,4,2020,CALLE,LLAVALLOL y NAZARRE,-58.496845157458,-34.603548495868,SD,SD,Varon,29,sd
14495,1,2020,AVENIDA,"MOREAU DE JUSTO, ALICIA AV. 2050",-58.364964039999,-34.623185866768,SD,SD,Varon,29,sd
14496,1,2020,CALLE,"MOLIERE y SASTRE, MARCOS",-58.517890270279,-34.622713683876,SD,SD,Varon,54,sd
14497,1,2020,AVENIDA,"HORNOS, GRAL. y CASEROS AV.",-58.379048034074,-34.629332016490,SD,SD,Varon,24,sd
14498,2,2020,CALLE,TERRERO y TRES ARROYOS,-58.464414185020,-34.610986941083,SD,SD,Mujer,47,sd
14499,1,2020,AVENIDA,"JUSTO, JUAN B. AV. y LAMAS, ANDRES",-58.466561114522,-34.61061605241,SD,SD,Varon,SD,sd
14500,1,2020,AVENIDA,DEL LIBERTADOR AV. y REPUBLICA ARABE SIRIA,-58.410941846671,-34.576799798401,PEATON,AUTO,Varon,34,sd
14501,1,2020,AVENIDA,"JUSTO, JUAN B. AV. 5300",-58.472046460813,-34.613891708328,SD,SD,SD,SD,sd
14502,1,2020,CALLE,"SASTRE, MARCOS 5499",-58.518020001982,-34.622564422363,SD,SD,Varon,19,sd
14503,1,2020,AVENIDA,VELEZ SARSFIELD AV. 170,-58.389974744303,-34.636168469015,SD,SD,Mujer,17,sd
14504,1,2020,CALLE,"LAFERRERE, GREGORIO DE y GUARDIA NACIONAL",-58.483425621381,-34.655448338778,AUTO,SD,Varon,42,sd
14505,1,2020,AVENIDA,OLIVERA AV. y MEDINA,-58.485189255905,-34.643369988085,MOVIL,AUTO,Varon,SD,sd
14506,1,2020,CALLE,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y MELO, CARLOS F.",-58.365162324705,-34.639540251400,MOTO,AUTO,Mujer,35,sd
14507,1,2020,AVENIDA,"ALBERDI, JUAN BAUTISTA AV. y ARAUJO",-58.497545812753,-34.647034708862,MOTO,SD,Varon,43,sd
14508,1,2020,SD,SD,SD,SD,MOTO,AUTO,Varon,SD,sd
14509,1,2020,GRAL PAZ,"PAZ, GRAL. AV. y TAPALQUE",-58.514985092019,-34.665043145840,SD,SD,Varon,73,sd
14510,1,2020,GRAL PAZ,"PAZ, GRAL. AV. e IBARROLA",-58.529848867600,-34.641787314923,MOTO,SD,sd,sd,sd
14511,2,2020,AVENIDA,OLAZABAL AV. y CERETTI,-58.491662956453,-34.579846664027,SD,SD,sd,sd,sd
14512,1,2020,CALLE,LAVALLE y JUNIN,-58.396928292285,-34.603282375455,SD,SD,Varon,53,sd
14513,1,2020,CALLE,"FREIRE, RAMON, CAP. GRAL. 2232",-58.465653857631,-34.565456700727,SD,SD,Varon,40,sd
