Id,Victimas,FECHA,Año,Mes,Dia,HORA,Franja_Horaria,Tipo_calle,Cruce,Direccion_Normalizada,COMUNA,X,Y,Victima,Acusado,Rol,Sexo,Edad
0,1,2016-01-01,2016,1,1,04:00:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47533969,-34.68757022,MOTO,AUTO,CONDUCTOR,MASCULINO,19
0,1,2016-01-01,2016,1,1,04:00:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47533969,-34.68757022,MOTO,AUTO,CONDUCTOR,MASCULINO,18
0,1,2016-01-01,2016,1,1,04:00:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47533969,-34.68757022,MOTO,AUTO,PEATON,MASCULINO,83
0,1,2016-01-01,2016,1,1,04:00:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47533969,-34.68757022,MOTO,AUTO,CONDUCTOR,MASCULINO,25
0,1,2016-01-01,2016,1,1,04:00:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47533969,-34.68757022,MOTO,AUTO,PEATON,FEMENINO,87
0,1,2016-01-01,2016,1,1,04:00:00,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PIEDRA BUENA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47533969,-34.68757022,MOTO,AUTO,CONDUCTOR,MASCULINO,36
1,1,2016-01-02,2016,1,2,01:15:00,1,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,70
1,1,2016-01-02,2016,1,2,01:15:00,1,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,AUTO,PASAJEROS,CICLISTA,FEMENINO,26
1,1,2016-01-02,2016,1,2,01:15:00,1,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,32
1,1,2016-01-02,2016,1,2,01:15:00,1,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,36
1,1,2016-01-02,2016,1,2,01:15:00,1,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,AUTO,PASAJEROS,CONDUCTOR,FEMENINO,47
2,1,2016-01-03,2016,1,3,07:00:00,7,AVENIDA,,ENTRE RIOS AV. 2034,1,-58.39040293,-34.63189362,MOTO,AUTO,CONDUCTOR,MASCULINO,30
2,1,2016-01-03,2016,1,3,07:00:00,7,AVENIDA,,ENTRE RIOS AV. 2034,1,-58.39040293,-34.63189362,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,33
2,1,2016-01-03,2016,1,3,07:00:00,7,AVENIDA,,ENTRE RIOS AV. 2034,1,-58.39040293,-34.63189362,MOTO,AUTO,PEATON,FEMENINO,58
2,1,2016-01-03,2016,1,3,07:00:00,7,AVENIDA,,ENTRE RIOS AV. 2034,1,-58.39040293,-34.63189362,MOTO,AUTO,CONDUCTOR,MASCULINO,23
2,1,2016-01-03,2016,1,3,07:00:00,7,AVENIDA,,ENTRE RIOS AV. 2034,1,-58.39040293,-34.63189362,MOTO,AUTO,PEATON,MASCULINO,44
2,1,2016-01-03,2016,1,3,07:00:00,7,AVENIDA,,ENTRE RIOS AV. 2034,1,-58.39040293,-34.63189362,MOTO,AUTO,CONDUCTOR,MASCULINO,27
3,1,2016-01-10,2016,1,10,00:00:00,0,AVENIDA,"VILLEGAS, CONRADO, GRAL.","LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8,-58.46503904,-34.68092974,MOTO,SD,CONDUCTOR,MASCULINO,18
3,1,2016-01-10,2016,1,10,00:00:00,0,AVENIDA,"VILLEGAS, CONRADO, GRAL.","LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8,-58.46503904,-34.68092974,MOTO,SD,CONDUCTOR,MASCULINO,39
3,1,2016-01-10,2016,1,10,00:00:00,0,AVENIDA,"VILLEGAS, CONRADO, GRAL.","LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8,-58.46503904,-34.68092974,MOTO,SD,CONDUCTOR,MASCULINO,71
3,1,2016-01-10,2016,1,10,00:00:00,0,AVENIDA,"VILLEGAS, CONRADO, GRAL.","LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8,-58.46503904,-34.68092974,MOTO,SD,PEATON,MASCULINO,82
3,1,2016-01-10,2016,1,10,00:00:00,0,AVENIDA,"VILLEGAS, CONRADO, GRAL.","LARRAZABAL AV. y VILLEGAS, CONRADO, GRAL.",8,-58.46503904,-34.68092974,MOTO,SD,PEATON,FEMENINO,61
4,1,2016-01-21,2016,1,21,05:20:00,5,AVENIDA,"SAENZ PE?A, LUIS, PRES.","SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38718297,-34.62246630,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29
4,1,2016-01-21,2016,1,21,05:20:00,5,AVENIDA,"SAENZ PE?A, LUIS, PRES.","SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38718297,-34.62246630,MOTO,PASAJEROS,PEATON,MASCULINO,54
4,1,2016-01-21,2016,1,21,05:20:00,5,AVENIDA,"SAENZ PE?A, LUIS, PRES.","SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38718297,-34.62246630,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,43
4,1,2016-01-21,2016,1,21,05:20:00,5,AVENIDA,"SAENZ PE?A, LUIS, PRES.","SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38718297,-34.62246630,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,25
4,1,2016-01-21,2016,1,21,05:20:00,5,AVENIDA,"SAENZ PE?A, LUIS, PRES.","SAN JUAN AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38718297,-34.62246630,MOTO,PASAJEROS,PEATON,MASCULINO,73
7,1,2016-01-24,2016,1,24,18:30:00,18,AVENIDA,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,30
7,1,2016-01-24,2016,1,24,18:30:00,18,AVENIDA,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29
7,1,2016-01-24,2016,1,24,18:30:00,18,AVENIDA,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,CONDUCTOR,FEMENINO,32
7,1,2016-01-24,2016,1,24,18:30:00,18,AVENIDA,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,42
7,1,2016-01-24,2016,1,24,18:30:00,18,AVENIDA,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,49
7,1,2016-01-24,2016,1,24,18:30:00,18,AVENIDA,ESCALADA AV.,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,PEATON,MASCULINO,28
8,1,2016-01-24,2016,1,24,19:10:00,19,CALLE,"GONZALEZ, JOAQUIN V.","NOGOYA y GONZALEZ, JOAQUIN V.",11,-58.50095869,-34.60825440,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,29
8,1,2016-01-24,2016,1,24,19:10:00,19,CALLE,"GONZALEZ, JOAQUIN V.","NOGOYA y GONZALEZ, JOAQUIN V.",11,-58.50095869,-34.60825440,MOTO,AUTO,CONDUCTOR,MASCULINO,36
8,1,2016-01-24,2016,1,24,19:10:00,19,CALLE,"GONZALEZ, JOAQUIN V.","NOGOYA y GONZALEZ, JOAQUIN V.",11,-58.50095869,-34.60825440,MOTO,AUTO,CONDUCTOR,MASCULINO,19
8,1,2016-01-24,2016,1,24,19:10:00,19,CALLE,"GONZALEZ, JOAQUIN V.","NOGOYA y GONZALEZ, JOAQUIN V.",11,-58.50095869,-34.60825440,MOTO,AUTO,CONDUCTOR,MASCULINO,34
8,1,2016-01-24,2016,1,24,19:10:00,19,CALLE,"GONZALEZ, JOAQUIN V.","NOGOYA y GONZALEZ, JOAQUIN V.",11,-58.50095869,-34.60825440,MOTO,AUTO,PEATON,MASCULINO,48
8,1,2016-01-24,2016,1,24,19:10:00,19,CALLE,"GONZALEZ, JOAQUIN V.","NOGOYA y GONZALEZ, JOAQUIN V.",11,-58.50095869,-34.60825440,MOTO,AUTO,CONDUCTOR,MASCULINO,31
9,1,2016-01-29,2016,1,29,15:20:00,15,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO,CONDUCTOR,MASCULINO,18
9,1,2016-01-29,2016,1,29,15:20:00,15,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO,CONDUCTOR,MASCULINO,23
9,1,2016-01-29,2016,1,29,15:20:00,15,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO,CONDUCTOR,MASCULINO,40
9,1,2016-01-29,2016,1,29,15:20:00,15,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO,PEATON,MASCULINO,SD
9,1,2016-01-29,2016,1,29,15:20:00,15,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO,PEATON,MASCULINO,59
9,1,2016-01-29,2016,1,29,15:20:00,15,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO,CONDUCTOR,MASCULINO,SD
9,1,2016-01-29,2016,1,29,15:20:00,15,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV. y DE LOS CORRALES AV.",9,-58.50877521,-34.66977709,MOTO,AUTO,CONDUCTOR,MASCULINO,28
11,1,2016-02-08,2016,2,8,01:20:00,1,AVENIDA,"IRIGOYEN, BERNARDO DE","BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,-58.38048577,-34.61303893,MOTO,CARGAS,CONDUCTOR,MASCULINO,22
11,1,2016-02-08,2016,2,8,01:20:00,1,AVENIDA,"IRIGOYEN, BERNARDO DE","BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,-58.38048577,-34.61303893,MOTO,CARGAS,CONDUCTOR,MASCULINO,30
11,1,2016-02-08,2016,2,8,01:20:00,1,AVENIDA,"IRIGOYEN, BERNARDO DE","BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,-58.38048577,-34.61303893,MOTO,CARGAS,CONDUCTOR,MASCULINO,20
11,1,2016-02-08,2016,2,8,01:20:00,1,AVENIDA,"IRIGOYEN, BERNARDO DE","BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,-58.38048577,-34.61303893,MOTO,CARGAS,CONDUCTOR,MASCULINO,31
11,1,2016-02-08,2016,2,8,01:20:00,1,AVENIDA,"IRIGOYEN, BERNARDO DE","BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,-58.38048577,-34.61303893,MOTO,CARGAS,PEATON,FEMENINO,66
11,1,2016-02-08,2016,2,8,01:20:00,1,AVENIDA,"IRIGOYEN, BERNARDO DE","BELGRANO AV. e IRIGOYEN, BERNARDO DE",1,-58.38048577,-34.61303893,MOTO,CARGAS,PEATON,MASCULINO,SD
12,1,2016-02-10,2016,2,10,11:30:00,11,AVENIDA,,ENTRE RIOS AV. 1366,1,-58.39114932,-34.62477387,PEATON,AUTO,PEATON,MASCULINO,16
12,1,2016-02-10,2016,2,10,11:30:00,11,AVENIDA,,ENTRE RIOS AV. 1366,1,-58.39114932,-34.62477387,PEATON,AUTO,PEATON,MASCULINO,4
12,1,2016-02-10,2016,2,10,11:30:00,11,AVENIDA,,ENTRE RIOS AV. 1366,1,-58.39114932,-34.62477387,PEATON,AUTO,CONDUCTOR,MASCULINO,44
12,1,2016-02-10,2016,2,10,11:30:00,11,AVENIDA,,ENTRE RIOS AV. 1366,1,-58.39114932,-34.62477387,PEATON,AUTO,PEATON,MASCULINO,39
12,1,2016-02-10,2016,2,10,11:30:00,11,AVENIDA,,ENTRE RIOS AV. 1366,1,-58.39114932,-34.62477387,PEATON,AUTO,PEATON,FEMENINO,58
12,1,2016-02-10,2016,2,10,11:30:00,11,AVENIDA,,ENTRE RIOS AV. 1366,1,-58.39114932,-34.62477387,PEATON,AUTO,CONDUCTOR,MASCULINO,41
14,1,2016-02-14,2016,2,14,05:14:00,5,AVENIDA,VERA,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.43760020,-34.59912758,PEATON,AUTO,PEATON,FEMENINO,16
14,1,2016-02-14,2016,2,14,05:14:00,5,AVENIDA,VERA,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.43760020,-34.59912758,PEATON,AUTO,PEATON,MASCULINO,82
14,1,2016-02-14,2016,2,14,05:14:00,5,AVENIDA,VERA,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.43760020,-34.59912758,PEATON,AUTO,CONDUCTOR,MASCULINO,28
14,1,2016-02-14,2016,2,14,05:14:00,5,AVENIDA,VERA,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.43760020,-34.59912758,PEATON,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,19
14,1,2016-02-14,2016,2,14,05:14:00,5,AVENIDA,VERA,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.43760020,-34.59912758,PEATON,AUTO,CONDUCTOR,MASCULINO,21
14,1,2016-02-14,2016,2,14,05:14:00,5,AVENIDA,VERA,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.43760020,-34.59912758,PEATON,AUTO,CONDUCTOR,MASCULINO,29
14,1,2016-02-14,2016,2,14,05:14:00,5,AVENIDA,VERA,"SCALABRINI ORTIZ, RAUL AV. y VERA",15,-58.43760020,-34.59912758,PEATON,AUTO,CONDUCTOR,MASCULINO,26
15,1,2016-02-14,2016,2,14,22:00:00,22,AVENIDA,"QUINQUELA MARTIN, BENITO","REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,19
15,1,2016-02-14,2016,2,14,22:00:00,22,AVENIDA,"QUINQUELA MARTIN, BENITO","REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO,AUTO,CONDUCTOR,MASCULINO,27
15,1,2016-02-14,2016,2,14,22:00:00,22,AVENIDA,"QUINQUELA MARTIN, BENITO","REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO,AUTO,CONDUCTOR,MASCULINO,31
15,1,2016-02-14,2016,2,14,22:00:00,22,AVENIDA,"QUINQUELA MARTIN, BENITO","REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO,AUTO,CONDUCTOR,MASCULINO,40
15,1,2016-02-14,2016,2,14,22:00:00,22,AVENIDA,"QUINQUELA MARTIN, BENITO","REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO,AUTO,PEATON,MASCULINO,68
15,1,2016-02-14,2016,2,14,22:00:00,22,AVENIDA,"QUINQUELA MARTIN, BENITO","REGIMIENTO DE PATRICIOS AV. y QUINQUELA MARTIN, BENITO",4,-58.36882665,-34.64291993,MOTO,AUTO,CONDUCTOR,MASCULINO,22
16,1,2016-02-15,2016,2,15,16:54:00,16,AVENIDA,"JANER, ANA MARIA","ACOSTA, MARIANO y JANER, ANA MARIA",8,-58.44989671,-34.65970435,PEATON,MOTO,PEATON,MASCULINO,59
16,1,2016-02-15,2016,2,15,16:54:00,16,AVENIDA,"JANER, ANA MARIA","ACOSTA, MARIANO y JANER, ANA MARIA",8,-58.44989671,-34.65970435,PEATON,MOTO,CONDUCTOR,MASCULINO,32
16,1,2016-02-15,2016,2,15,16:54:00,16,AVENIDA,"JANER, ANA MARIA","ACOSTA, MARIANO y JANER, ANA MARIA",8,-58.44989671,-34.65970435,PEATON,MOTO,PEATON,MASCULINO,35
16,1,2016-02-15,2016,2,15,16:54:00,16,AVENIDA,"JANER, ANA MARIA","ACOSTA, MARIANO y JANER, ANA MARIA",8,-58.44989671,-34.65970435,PEATON,MOTO,CONDUCTOR,MASCULINO,22
16,1,2016-02-15,2016,2,15,16:54:00,16,AVENIDA,"JANER, ANA MARIA","ACOSTA, MARIANO y JANER, ANA MARIA",8,-58.44989671,-34.65970435,PEATON,MOTO,PEATON,MASCULINO,SD
16,1,2016-02-15,2016,2,15,16:54:00,16,AVENIDA,"JANER, ANA MARIA","ACOSTA, MARIANO y JANER, ANA MARIA",8,-58.44989671,-34.65970435,PEATON,MOTO,CONDUCTOR,MASCULINO,33
18,1,2016-02-17,2016,2,17,09:30:00,9,CALLE,"GARCIA GRANDE DE ZEQUEIRA, SEVERO","DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,-58.50990884,-34.65468721,PEATON,PASAJEROS,PEATON,FEMENINO,65
18,1,2016-02-17,2016,2,17,09:30:00,9,CALLE,"GARCIA GRANDE DE ZEQUEIRA, SEVERO","DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,-58.50990884,-34.65468721,PEATON,PASAJEROS,PEATON,FEMENINO,80
18,1,2016-02-17,2016,2,17,09:30:00,9,CALLE,"GARCIA GRANDE DE ZEQUEIRA, SEVERO","DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,-58.50990884,-34.65468721,PEATON,PASAJEROS,CONDUCTOR,MASCULINO,SD
18,1,2016-02-17,2016,2,17,09:30:00,9,CALLE,"GARCIA GRANDE DE ZEQUEIRA, SEVERO","DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,-58.50990884,-34.65468721,PEATON,PASAJEROS,PEATON,FEMENINO,80
18,1,2016-02-17,2016,2,17,09:30:00,9,CALLE,"GARCIA GRANDE DE ZEQUEIRA, SEVERO","DE LA TORRE, LISANDRO y GARCIA GRANDE DE ZEQUEIRA, SEVERO",9,-58.50990884,-34.65468721,PEATON,PASAJEROS,CONDUCTOR,MASCULINO,30
19,1,2016-02-17,2016,2,17,16:00:00,16,CALLE,,SUIPACHA 156,1,-58.37952223,-34.60653282,PEATON,AUTO,PEATON,MASCULINO,59
19,1,2016-02-17,2016,2,17,16:00:00,16,CALLE,,SUIPACHA 156,1,-58.37952223,-34.60653282,PEATON,AUTO,CONDUCTOR,MASCULINO,26
19,1,2016-02-17,2016,2,17,16:00:00,16,CALLE,,SUIPACHA 156,1,-58.37952223,-34.60653282,PEATON,AUTO,CONDUCTOR,MASCULINO,43
19,1,2016-02-17,2016,2,17,16:00:00,16,CALLE,,SUIPACHA 156,1,-58.37952223,-34.60653282,PEATON,AUTO,PEATON,FEMENINO,74
19,1,2016-02-17,2016,2,17,16:00:00,16,CALLE,,SUIPACHA 156,1,-58.37952223,-34.60653282,PEATON,AUTO,PEATON,FEMENINO,SD
20,1,2016-02-17,2016,2,17,23:35:00,23,AVENIDA,CURAPALIGUE,DIRECTORIO AV. y CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO,AUTO,CONDUCTOR,MASCULINO,34
20,1,2016-02-17,2016,2,17,23:35:00,23,AVENIDA,CURAPALIGUE,DIRECTORIO AV. y CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO,AUTO,CONDUCTOR,MASCULINO,43
20,1,2016-02-17,2016,2,17,23:35:00,23,AVENIDA,CURAPALIGUE,DIRECTORIO AV. y CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO,AUTO,PEATON,FEMENINO,62
20,1,2016-02-17,2016,2,17,23:35:00,23,AVENIDA,CURAPALIGUE,DIRECTORIO AV. y CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO,AUTO,CONDUCTOR,MASCULINO,23
20,1,2016-02-17,2016,2,17,23:35:00,23,AVENIDA,CURAPALIGUE,DIRECTORIO AV. y CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO,AUTO,PEATON,FEMENINO,87
20,1,2016-02-17,2016,2,17,23:35:00,23,AVENIDA,CURAPALIGUE,DIRECTORIO AV. y CURAPALIGUE,7,-58.45157703,-34.63063795,AUTO,AUTO,CONDUCTOR,MASCULINO,39
21,1,2016-02-21,2016,2,21,06:00:00,6,AVENIDA,"ALSINA, ADOLFO","9 DE JULIO AV. y ALSINA, ADOLFO",1,-58.38144696,-34.61079875,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,41
21,1,2016-02-21,2016,2,21,06:00:00,6,AVENIDA,"ALSINA, ADOLFO","9 DE JULIO AV. y ALSINA, ADOLFO",1,-58.38144696,-34.61079875,MOTO,AUTO,CONDUCTOR,MASCULINO,28
21,1,2016-02-21,2016,2,21,06:00:00,6,AVENIDA,"ALSINA, ADOLFO","9 DE JULIO AV. y ALSINA, ADOLFO",1,-58.38144696,-34.61079875,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,SD
21,1,2016-02-21,2016,2,21,06:00:00,6,AVENIDA,"ALSINA, ADOLFO","9 DE JULIO AV. y ALSINA, ADOLFO",1,-58.38144696,-34.61079875,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,44
21,1,2016-02-21,2016,2,21,06:00:00,6,AVENIDA,"ALSINA, ADOLFO","9 DE JULIO AV. y ALSINA, ADOLFO",1,-58.38144696,-34.61079875,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,68
24,1,2016-02-28,2016,2,28,04:50:00,4,GRAL PAZ,27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,34
24,1,2016-02-28,2016,2,28,04:50:00,4,GRAL PAZ,27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,AUTO,CONDUCTOR,MASCULINO,23
24,1,2016-02-28,2016,2,28,04:50:00,4,GRAL PAZ,27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,AUTO,PEATON,MASCULINO,70
24,1,2016-02-28,2016,2,28,04:50:00,4,GRAL PAZ,27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,AUTO,PEATON,MASCULINO,27
24,1,2016-02-28,2016,2,28,04:50:00,4,GRAL PAZ,27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,AUTO,PEATON,MASCULINO,SD
24,1,2016-02-28,2016,2,28,04:50:00,4,GRAL PAZ,27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO,AUTO,CONDUCTOR,MASCULINO,37
25,1,2016-02-28,2016,2,28,07:30:00,7,CALLE,VEDIA,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,30
25,1,2016-02-28,2016,2,28,07:30:00,7,CALLE,VEDIA,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,23
25,1,2016-02-28,2016,2,28,07:30:00,7,CALLE,VEDIA,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,19
25,1,2016-02-28,2016,2,28,07:30:00,7,CALLE,VEDIA,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,24
25,1,2016-02-28,2016,2,28,07:30:00,7,CALLE,VEDIA,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,30
25,1,2016-02-28,2016,2,28,07:30:00,7,CALLE,VEDIA,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,PEATON,MASCULINO,SD
25,1,2016-02-28,2016,2,28,07:30:00,7,CALLE,VEDIA,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28
25,1,2016-02-28,2016,2,28,07:30:00,7,CALLE,VEDIA,HOLMBERG y VEDIA,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36
26,1,2016-02-28,2016,2,28,09:35:00,9,AVENIDA,"DIAZ, AVELINO","CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,34
26,1,2016-02-28,2016,2,28,09:35:00,9,AVENIDA,"DIAZ, AVELINO","CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO,AUTO,PEATON,MASCULINO,SD
26,1,2016-02-28,2016,2,28,09:35:00,9,AVENIDA,"DIAZ, AVELINO","CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO,AUTO,PEATON,FEMENINO,74
26,1,2016-02-28,2016,2,28,09:35:00,9,AVENIDA,"DIAZ, AVELINO","CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO,AUTO,CICLISTA,MASCULINO,37
26,1,2016-02-28,2016,2,28,09:35:00,9,AVENIDA,"DIAZ, AVELINO","CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO,AUTO,PEATON,MASCULINO,76
26,1,2016-02-28,2016,2,28,09:35:00,9,AVENIDA,"DIAZ, AVELINO","CURAPALIGUE AV. y DIAZ, AVELINO",7,-58.44497874,-34.63852623,AUTO,AUTO,CONDUCTOR,FEMENINO,19
